Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof
Jerryd Bayless,2009,2018,G,6-3,200,"August 20, 1988",University of Arizona,/players/b/bayleje01.html,True,False
Elgin Baylor*,1959,1972,F,6-5,225,"September 16, 1934","Albertson College of Idaho, Seattle University",/players/b/bayloel01.html,False,True
Howard Bayne,1968,1968,F,6-6,235,"July 28, 1942",University of Tennessee,/players/b/bayneho01.html,False,False
Aron Baynes,2013,2018,C,6-10,260,"December 9, 1986",Washington State University,/players/b/baynear01.html,True,False
Sergei Bazarevich,1995,1995,G,6-2,168,"March 16, 1965",,/players/b/bazarse01.html,False,False
Kent Bazemore,2013,2018,G-F,6-5,201,"July 1, 1989",Old Dominion University,/players/b/bazemke01.html,True,False
Ed Beach,1951,1951,F,6-3,200,"January 25, 1929",West Virginia University,/players/b/beached01.html,False,False
Bradley Beal,2013,2018,G,6-5,207,"June 28, 1993",University of Florida,/players/b/bealbr01.html,True,False
Al Beard,1968,1968,C,6-9,200,"April 27, 1942",Norfolk State University,/players/b/beardal01.html,False,False
Butch Beard,1970,1979,G,6-3,185,"May 4, 1947",University of Louisville,/players/b/beardbu01.html,False,False
Ralph Beard,1950,1951,G,5-10,175,"December 2, 1927",University of Kentucky,/players/b/beardra01.html,False,False
Charles Beasley,1968,1971,G-F,6-5,190,"September 23, 1945",Southern Methodist University,/players/b/beaslch01.html,False,False
Jerome Beasley,2004,2004,F,6-10,237,"May 17, 1980","Midland College, University of North Dakota",/players/b/beaslje01.html,False,False
John Beasley,1968,1974,F-C,6-9,225,"February 5, 1944",Texas A&M University,/players/b/beasljo01.html,False,False
Malik Beasley,2017,2018,G,6-5,196,"November 26, 1996",Florida State University,/players/b/beaslma01.html,True,False
Michael Beasley,2009,2018,F,6-9,235,"January 9, 1989",Kansas State University,/players/b/beaslmi01.html,True,False
Zelmo Beaty*,1963,1975,C,6-9,225,"October 25, 1939",Prairie View A&M University,/players/b/beatyze01.html,False,True
Rodrigue Beaubois,2010,2013,G,6-0,170,"February 24, 1988",,/players/b/beaubro01.html,False,False
Byron Beck,1968,1977,C-F,6-9,225,"January 25, 1945",University of Denver,/players/b/beckby01.html,False,False
Corey Beck,1996,1999,G,6-1,190,"May 27, 1971","South Plains College, University of Arkansas",/players/b/beckco01.html,False,False
Ernie Beck,1954,1961,G-F,6-4,190,"December 11, 1931",University of Pennsylvania,/players/b/becker01.html,False,False
Arthur Becker,1968,1973,F,6-7,205,"January 12, 1942",Arizona State University,/players/b/beckear01.html,False,False
Moe Becker,1947,1947,G-F,6-1,185,"February 24, 1917",Duquesne University,/players/b/beckemo01.html,False,False
Bob Bedell,1968,1971,F,6-7,205,"June 26, 1944",Stanford University,/players/b/bedelbo01.html,False,False
William Bedford,1987,1993,C,7-0,225,"December 14, 1963",University of Memphis,/players/b/bedfowi01.html,False,False
Hank Beenders,1947,1949,C-F,6-6,185,"June 2, 1916",Long Island University,/players/b/beendha01.html,False,False
Ron Behagen,1974,1980,F-C,6-9,185,"January 14, 1951",University of Minnesota,/players/b/behagro01.html,False,False
Elmer Behnke,1952,1952,C,6-7,210,"February 3, 1929",Bradley University,/players/b/behnkel01.html,False,False
Marco Belinelli,2008,2018,G-F,6-5,210,"March 25, 1986",,/players/b/belinma01.html,True,False
Charlie Bell,2002,2011,G,6-3,200,"March 12, 1979",Michigan State University,/players/b/bellch01.html,False,False
Dennis Bell,1974,1976,F,6-5,185,"June 2, 1951",Drake University,/players/b/bellde01.html,False,False
Jordan Bell,2018,2018,F,6-9,224,"January 7, 1995",University of Oregon,/players/b/belljo01.html,True,False
Raja Bell,2001,2012,G,6-5,204,"September 19, 1976","Boston University, Florida International University",/players/b/bellra01.html,False,False
Troy Bell,2004,2004,G,6-1,180,"November 10, 1980",Boston College,/players/b/belltr01.html,False,False
Whitey Bell,1960,1961,G,6-0,180,"September 13, 1932",North Carolina State University,/players/b/bellwh01.html,False,False
Walt Bellamy*,1962,1975,C,6-11,225,"July 24, 1939",Indiana University,/players/b/bellawa01.html,False,True
DeAndre' Bembry,2017,2018,F,6-6,210,"July 4, 1994",Saint Joseph's University,/players/b/bembrde01.html,True,False
Irv Bemoras,1954,1957,F-G,6-3,185,"November 18, 1930",University of Illinois at Urbana-Champaign,/players/b/bemorir01.html,False,False
Leon Benbow,1975,1976,G,6-4,185,"July 23, 1950",Jacksonville University,/players/b/benbole01.html,False,False
Dragan Bender,2017,2018,F,7-1,225,"November 17, 1997",,/players/b/bendedr01.html,True,False
Jonathan Bender,2000,2010,F,6-11,202,"January 30, 1981",,/players/b/bendejo01.html,False,False
Jerrelle Benimon,2015,2015,F,6-8,245,"August 1, 1991","Georgetown University, Towson University",/players/b/benimje01.html,False,False
Benoit Benjamin,1986,2000,C,7-0,250,"November 22, 1964",Creighton University,/players/b/benjabe01.html,False,False
Corey Benjamin,1999,2003,G,6-6,200,"February 24, 1978",Oregon State University,/players/b/benjaco01.html,False,False
Anthony Bennett,2014,2017,F,6-8,245,"March 14, 1993","University of Nevada, Las Vegas",/players/b/bennean01.html,True,False
Elmer Bennett,1995,1997,G,6-0,170,"February 13, 1970",University of Notre Dame,/players/b/benneel01.html,False,False
Mario Bennett,1996,2000,F,6-6,235,"August 1, 1973",Arizona State University,/players/b/bennema01.html,False,False
Mel Bennett,1976,1982,F,6-7,200,"January 4, 1955",University of Pittsburgh,/players/b/benneme01.html,False,False
Spider Bennett,1969,1969,G,6-3,190,"August 4, 1943",Winston-Salem State University,/players/b/bennesp01.html,False,False
Tony Bennett,1993,1995,G,6-0,175,"June 1, 1969",University of Wisconsin-Green Bay,/players/b/benneto01.html,False,False
Winston Bennett,1990,1992,F,6-7,210,"February 9, 1965",University of Kentucky,/players/b/bennewi01.html,False,False
David Benoit,1992,2001,F,6-8,220,"May 9, 1968",University of Alabama,/players/b/benoida01.html,False,False
Keith Benson,2012,2012,C,6-11,240,"August 13, 1988",Oakland University,/players/b/bensoke02.html,False,False
Kent Benson,1978,1988,C,6-10,235,"December 27, 1954",Indiana University,/players/b/bensoke01.html,False,False
Ben Bentil,2017,2017,F,6-9,235,"March 29, 1995",Providence College,/players/b/bentibe01.html,True,False
Gene Berce,1950,1950,G-F,5-11,175,"November 22, 1926",Marquette University,/players/b/bercege01.html,False,False
Gary Bergen,1957,1957,C,6-8,210,"July 16, 1932",University of Utah,/players/b/bergega01.html,False,False
Larry Bergh,1970,1970,F,6-8,210,"April 2, 1945",Weber State University,/players/b/berghla01.html,False,False
Ricky Berry,1989,1989,F,6-8,205,"October 6, 1964","Oregon State University, San Jose State University",/players/b/berryri01.html,False,False
Walter Berry,1987,1989,F,6-8,215,"May 14, 1964",St. John's University,/players/b/berrywa01.html,False,False
Davis Bertans,2017,2018,F,6-10,210,"November 12, 1992",,/players/b/bertada01.html,True,False
Del Beshore,1979,1980,G,5-11,165,"November 29, 1956",California University of Pennslyvania,/players/b/beshode01.html,False,False
Travis Best,1996,2005,G,5-11,182,"July 12, 1972",Georgia Institute of Technology,/players/b/besttr01.html,False,False
Patrick Beverley,2013,2018,G,6-1,185,"July 12, 1988",University of Arkansas,/players/b/beverpa01.html,True,False
Sim Bhullar,2015,2015,C,7-5,360,"December 2, 1992",New Mexico State University,/players/b/bhullsi01.html,False,False
Wesley Bialosuknia,1968,1968,G,6-2,185,"June 8, 1945",University of Connecticut,/players/b/bialowe01.html,False,False
Al Bianchi,1957,1966,G,6-3,185,"March 26, 1932",Bowling Green State University,/players/b/biancal01.html,False,False
Hank Biasatti,1947,1947,G,5-11,175,"January 14, 1922",Long Island University,/players/b/biasaha01.html,False,False
Henry Bibby,1973,1981,G,6-1,185,"November 24, 1949","University of California, Los Angeles",/players/b/bibbyhe01.html,False,False
Mike Bibby,1999,2012,G,6-1,190,"May 13, 1978",University of Arizona,/players/b/bibbymi01.html,False,False
Ed Biedenbach,1969,1969,G,6-1,175,"August 12, 1945",North Carolina State University,/players/b/biedeed01.html,False,False
Andris Biedrins,2005,2014,C,6-11,240,"April 2, 1986",,/players/b/biedran01.html,False,False
Don Bielke,1956,1956,C,6-7,240,,Valparaiso University,/players/b/bielkdo01.html,False,False
Bob Bigelow,1976,1979,F-G,6-7,215,"December 26, 1953",University of Pennsylvania,/players/b/bigelbo01.html,False,False
Lionel Billingy,1975,1975,F-C,6-9,215,"August 31, 1952",Duquesne University,/players/b/billili01.html,False,False
Chauncey Billups,1998,2014,G,6-3,202,"September 25, 1976",University of Colorado,/players/b/billuch01.html,False,False
Dave Bing*,1967,1978,G,6-3,180,"November 24, 1943",Syracuse University,/players/b/bingda01.html,False,True
Joe Binion,1987,1987,F,6-8,235,"March 26, 1961",North Carolina Agricultural and Technical State University,/players/b/biniojo01.html,False,False
Khem Birch,2018,2018,C-F,6-9,220,"September 28, 1992","University of Pittsburgh, University of Nevada, Las Vegas",/players/b/birchkh01.html,True,False
Jabari Bird,2018,2018,G,6-6,197,"July 3, 1994",University of California,/players/b/birdja01.html,True,False
Jerry Bird,1959,1959,F,6-6,210,"February 2, 1935",University of Kentucky,/players/b/birdje01.html,False,False
Larry Bird*,1980,1992,F,6-9,220,"December 7, 1956",Indiana State University,/players/b/birdla01.html,False,True
Otis Birdsong,1978,1989,G,6-3,190,"December 9, 1955",University of Houston,/players/b/birdsot01.html,False,False
Gale Bishop,1949,1949,F,6-3,195,"June 4, 1922",Washington State University,/players/b/bishoga01.html,False,False
Bismack Biyombo,2012,2018,C-F,6-9,255,"August 28, 1992",,/players/b/biyombi01.html,True,False
Nemanja Bjelica,2016,2018,F,6-10,240,"May 9, 1988",,/players/b/bjeline01.html,True,False
Uwe Blab,1986,1990,C,7-1,252,"March 26, 1962",Indiana University,/players/b/blabuw01.html,False,False
Charlie Black,1949,1952,F-C,6-5,200,"June 15, 1921",University of Kansas,/players/b/blackch01.html,False,False
Norman Black,1981,1981,G,6-5,185,"November 12, 1957",Saint Joseph's University,/players/b/blackno01.html,False,False
Tarik Black,2015,2018,C-F,6-9,250,"November 22, 1991","University of Memphis, University of Kansas",/players/b/blackta01.html,True,False
Tom Black,1971,1971,C,6-10,220,"July 9, 1941",South Dakota State University,/players/b/blackto01.html,False,False
Rolando Blackman,1982,1994,G,6-6,190,"February 26, 1959",Kansas State University,/players/b/blackro01.html,False,False
Alex Blackwell,1993,1993,F,6-6,250,"June 27, 1970",Monmouth University,/players/b/blackal01.html,False,False
Cory Blackwell,1985,1985,F,6-6,210,"March 27, 1963",University of Wisconsin,/players/b/blackco01.html,False,False
James Blackwell,1995,1995,G,6-0,190,"February 25, 1968",Dartmouth College,/players/b/blackja01.html,False,False
Nate Blackwell,1988,1988,G,6-4,170,"February 15, 1965",Temple University,/players/b/blackna01.html,False,False
DeJuan Blair,2010,2016,F-C,6-7,270,"April 22, 1989",University of Pittsburgh,/players/b/blairde01.html,False,False
Steve Blake,2004,2016,G,6-3,172,"February 26, 1980",University of Maryland,/players/b/blakest01.html,False,False
Antonio Blakeney,2018,2018,G,6-4,197,"October 4, 1996",Louisiana State University,/players/b/blakean01.html,True,False
Will Blalock,2007,2007,G,6-0,205,"September 8, 1983",Iowa State University,/players/b/blalowi01.html,False,False
George Blaney,1962,1962,G,6-1,175,"November 12, 1939",College of the Holy Cross,/players/b/blanege01.html,False,False
Lance Blanks,1991,1993,G,6-4,190,"September 9, 1966","University of Virginia, University of Texas at Austin",/players/b/blankla01.html,False,False
Ricky Blanton,1993,1993,F,6-7,215,"April 21, 1966",Louisiana State University,/players/b/blantri01.html,False,False
Andray Blatche,2006,2014,F,6-11,235,"August 22, 1986",,/players/b/blatcan01.html,False,False
Mookie Blaylock,1990,2002,G,6-0,180,"March 20, 1967","Midland College, University of Oklahoma",/players/b/blaylmo01.html,False,False
Eric Bledsoe,2011,2018,G,6-1,205,"December 9, 1989",University of Kentucky,/players/b/bledser01.html,True,False
Leon Blevins,1951,1951,G,6-2,160,"June 25, 1926",University of Arizona,/players/b/blevile01.html,False,False
John Block,1967,1976,F-C,6-9,207,"April 16, 1944",University of Southern California,/players/b/blockjo01.html,False,False
Mike Bloom,1948,1949,F-C,6-6,190,"January 14, 1915",Temple University,/players/b/bloommi01.html,False,False
Corie Blount,1994,2004,F,6-9,240,"January 4, 1969",University of Cincinnati,/players/b/blounco01.html,False,False
Mark Blount,2001,2009,C,7-0,230,"November 30, 1975",University of Pittsburgh,/players/b/blounma01.html,False,False
Vander Blue,2014,2018,G,6-4,200,"July 17, 1992",Marquette University,/players/b/blueva01.html,True,False
Ray Blume,1982,1982,G,6-4,185,"September 23, 1958",Oregon State University,/players/b/blumera01.html,False,False
Nelson Bobb,1950,1953,G,6-0,170,"February 25, 1924",Temple University,/players/b/bobbne01.html,False,False
Tony Bobbitt,2005,2005,G,6-4,190,"October 22, 1979",University of Cincinnati,/players/b/bobbito01.html,False,False
Bucky Bockhorn,1959,1965,G,6-4,200,"July 8, 1933",University of Dayton,/players/b/bockhbu01.html,False,False
Tom Boerwinkle,1969,1978,C,7-0,265,"August 23, 1945",University of Tennessee,/players/b/boerwto01.html,False,False
Keith Bogans,2004,2014,G-F,6-5,215,"May 12, 1980",University of Kentucky,/players/b/boganke01.html,False,False
Bogdan Bogdanovic,2018,2018,G,6-6,205,"August 18, 1992",,/players/b/bogdabo01.html,True,False
Bojan Bogdanovic,2015,2018,G-F,6-8,216,"April 18, 1989",,/players/b/bogdabo02.html,True,False
Muggsy Bogues,1988,2001,G,5-3,136,"January 9, 1965",Wake Forest University,/players/b/boguemu01.html,False,False
Andrew Bogut,2006,2018,C,7-0,260,"November 28, 1984",University of Utah,/players/b/bogutan01.html,True,False
Etdrick Bohannon,1998,2001,F,6-9,220,"May 29, 1973","University of Arizona, University of Tennessee, Auburn University at Montgomery",/players/b/bohanet01.html,False,False
Manute Bol,1986,1995,C,7-7,200,"October 16, 1962",University of Bridgeport,/players/b/bolma01.html,False,False
Bill Bolger,1954,1954,F,6-5,205,"August 21, 1931",Georgetown University,/players/b/bolgebi01.html,False,False
Joel Bolomboy,2017,2018,F,6-9,235,"January 28, 1994",Weber State University,/players/b/bolomjo01.html,True,False
Doug Bolstorff,1958,1958,G,6-4,195,"October 29, 1931",University of Minnesota,/players/b/bolstdo01.html,False,False
George Bon Salle,1962,1962,F,6-8,220,"July 1, 1935",University of Illinois at Urbana-Champaign,/players/b/bonsage01.html,False,False
Phil Bond,1978,1978,G,6-2,175,"July 27, 1954",University of Louisville,/players/b/bondph01.html,False,False
Walter Bond,1993,1995,G,6-5,200,"February 1, 1969",University of Minnesota,/players/b/bondwa01.html,False,False
Dexter Boney,1997,1997,G,6-4,185,"April 27, 1970","University of Nevada, Las Vegas",/players/b/boneyde01.html,False,False
Ron Bonham,1965,1968,F,6-5,192,"May 31, 1942",University of Cincinnati,/players/b/bonharo01.html,False,False
Anthony Bonner,1991,1996,F,6-8,215,"June 8, 1968",Saint Louis University,/players/b/bonnean01.html,False,False
Matt Bonner,2005,2016,F,6-10,235,"April 5, 1980",University of Florida,/players/b/bonnema01.html,False,False
Butch Booker,1970,1970,C,6-10,230,"July 20, 1945",Cheyney University of Pennsylvania,/players/b/bookebu01.html,False,False
Devin Booker,2016,2018,G,6-6,206,"October 30, 1996",University of Kentucky,/players/b/bookede01.html,True,False
Melvin Booker,1996,1997,G,6-1,185,"August 20, 1972",University of Missouri,/players/b/bookeme01.html,False,False
Trevor Booker,2011,2018,F,6-8,228,"November 25, 1987",Clemson University,/players/b/booketr01.html,True,False
Josh Boone,2007,2010,F-C,6-10,237,"November 21, 1984",University of Connecticut,/players/b/boonejo01.html,False,False
Ron Boone,1969,1981,G-F,6-2,200,"September 6, 1946",Idaho State University,/players/b/boonero01.html,False,False
Calvin Booth,2000,2009,C,6-11,230,"May 7, 1976",Pennsylvania State University,/players/b/boothca01.html,False,False
Keith Booth,1998,1999,F,6-6,226,"October 9, 1974",University of Maryland,/players/b/boothke01.html,False,False
Bob Boozer,1961,1971,F,6-8,215,"April 26, 1937",Kansas State University,/players/b/boozebo01.html,False,False
Carlos Boozer,2003,2015,F-C,6-9,258,"November 20, 1981",Duke University,/players/b/boozeca01.html,False,False
Curtis Borchardt,2004,2005,C,7-0,240,"September 13, 1980",Stanford University,/players/b/borchcu01.html,False,False
Jake Bornheimer,1949,1950,F-C,6-5,200,"June 29, 1927",Muhlenberg College,/players/b/bornhja01.html,False,False
