Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof,career_games,career_win_shares,peak_ws,aba_years,n_chips,nba_asg,leaderboard_points,hof_as_player,hof_pr
Johnny Bach,1949,1949,F-G,74,180,"July 10, 1924",Fordham University,/players/b/bachjo01.html,False,False,34,0.8,0.8,0,0,0,0,0,0.0
Dwayne Bacon,2018,2019,G,79,221,"August 30, 1995",Florida State University,/players/b/bacondw01.html,True,False,76,0.3,0.41683333333333333,0,0,0,0,0,0.0
Henry Bacon,1973,1973,G,75,205,"July 5, 1948",University of Louisville,/players/b/baconhe01.html,False,False,47,-0.1,,1,0,0,0,0,0.0
Jim Baechtold,1953,1957,F-G,76,205,"December 9, 1927",Eastern Kentucky University,/players/b/baechji01.html,False,False,321,14.8,5.970166666666667,0,0,0,0,0,0.0
Dalibor Bagaric,2001,2003,C,85,255,"February 7, 1980",,/players/b/bagarda01.html,False,False,95,-0.9,-0.14620833333333333,0,0,0,0,0,0.0
John Bagley,1983,1994,G,72,185,"April 23, 1960",Boston College,/players/b/baglejo01.html,False,False,665,16.6,4.601916666666667,0,0,0,11,0,0.0
Marvin Bagley,2019,2019,F,83,234,"March 14, 1999",Duke University,/players/b/baglema01.html,True,False,35,1.6,1.5831666666666668,0,0,0,0,0,0.0
Carl Bailey,1982,1982,C,84,210,"April 23, 1958",Tuskegee University,/players/b/baileca01.html,False,False,1,0.0,-0.03908333333333334,0,0,0,0,0,0.0
Gus Bailey,1975,1980,G-F,77,185,"February 18, 1951",University of Texas at El Paso,/players/b/bailegu01.html,False,False,147,0.8,0.5518958333333334,0,0,0,0,0,0.0
James Bailey,1980,1988,F-C,81,220,"May 21, 1957",Rutgers University,/players/b/baileja01.html,False,False,595,16.3,4.972208333333334,0,0,0,0,0,0.0
Thurl Bailey,1984,1999,F-C,83,215,"April 7, 1961",North Carolina State University,/players/b/baileth01.html,False,False,928,45.0,6.7763333333333335,0,0,0,0,0,0.0
Toby Bailey,1999,2000,G,78,213,"November 19, 1975","University of California, Los Angeles",/players/b/baileto01.html,False,False,73,1.0,0.8231666666666667,0,0,0,0,0,0.0
Cameron Bairstow,2015,2016,F-C,81,250,"December 7, 1990",University of New Mexico,/players/b/bairsca01.html,False,False,36,-0.1,-0.008583333333333333,0,0,0,0,0,0.0
Jimmie Baker,1976,1976,F,81,220,"December 25, 1953",University of Hawaii,/players/b/bakerji01.html,False,False,5,-0.2,,1,0,0,0,0,0.0
LaMark Baker,1999,1999,G,73,175,"November 11, 1969",Ohio State University,/players/b/bakerla01.html,False,False,1,-0.1,-0.05370833333333333,0,0,0,0,0,0.0
Maurice Baker,2005,2005,G,73,175,"July 28, 1979",Oklahoma State University,/players/b/bakerma01.html,False,False,5,0.0,-0.0225625,0,0,0,0,0,0.0
Norm Baker,1947,1947,G,72,180,"February 17, 1923",,/players/b/bakerno01.html,False,False,4,0.0,0.0,0,0,0,0,0,0.0
Ron Baker,2017,2019,G,76,220,"March 30, 1993",Wichita State University,/players/b/bakerro01.html,True,False,96,0.2,0.47322916666666665,0,0,0,0,0,0.0
Vin Baker,1994,2006,F,83,232,"November 23, 1971",University of Hartford,/players/b/bakervi01.html,False,False,791,47.0,10.365333333333334,0,0,4,35,0,0.046
Wade Baldwin,2017,2019,G,76,200,"March 29, 1996",Vanderbilt University,/players/b/baldwwa01.html,True,False,55,-0.3,0.3116666666666667,0,0,0,0,0,0.0
Renaldo Balkman,2007,2012,F,80,208,"July 14, 1984",University of South Carolina,/players/b/balkmre01.html,False,False,221,7.2,2.7708333333333335,0,0,0,0,0,0.0
Cedric Ball,1991,1991,F,80,210,"April 16, 1968",University of North Carolina at Charlotte,/players/b/ballce01.html,False,False,7,0.0,0.029249999999999998,0,0,0,0,0,0.0
Lonzo Ball,2018,2019,G,78,190,"October 27, 1997","University of California, Los Angeles",/players/b/balllo01.html,True,False,99,3.8,1.9654166666666668,0,0,0,0,0,0.0
Greg Ballard,1978,1989,F,79,215,"January 29, 1955",University of Oregon,/players/b/ballagr01.html,False,False,802,54.0,9.451749999999999,0,1,0,0,0,0.001
Herschel Baltimore,1947,1947,F,76,195,"June 21, 1921",Pennsylvania State University,/players/b/baltihe01.html,False,False,58,0.3,0.3,0,0,0,0,0,0.0
Mohamed Bamba,2019,2019,C,84,221,"May 12, 1998",University of Texas at Austin,/players/b/bambamo01.html,True,False,44,1.4,1.4197916666666668,0,0,0,0,0,0.0
Gene Banks,1982,1987,F-G,79,215,"May 15, 1959",Duke University,/players/b/banksge01.html,False,False,468,31.2,7.939166666666668,0,0,0,0,0,0.0
Marcus Banks,2004,2011,G,74,200,"November 19, 1981","University of Nevada, Las Vegas",/players/b/banksma01.html,False,False,348,6.6,2.3078749999999997,0,0,0,0,0,0.0
Walker Banks,1971,1971,C,82,205,"August 26, 1947",Western Kentucky University,/players/b/bankswa01.html,False,False,16,0.2,,1,0,0,0,0,0.0
Ken Bannister,1985,1991,F-C,81,235,"April 1, 1960","Indiana State University, Saint Augustine's College",/players/b/bannike01.html,False,False,253,0.6,0.7317708333333334,0,0,0,0,0,0.0
Mike Bantom,1974,1982,F-C,81,200,"December 3, 1951",Saint Joseph's University,/players/b/bantomi01.html,False,False,706,34.8,5.896874999999999,0,0,0,0,0,0.0
John Barber,1957,1957,F,78,210,"June 27, 1927","California State University, Los Angeles",/players/b/barbejo01.html,False,False,5,0.0,-0.04275,0,0,0,0,0,0.0
Leandro Barbosa,2004,2017,G,75,194,"November 28, 1982",,/players/b/barbole01.html,False,False,850,37.4,8.2200625,0,1,0,0,0,0.001
Steve Bardo,1992,1996,G,77,190,"April 5, 1968",University of Illinois at Urbana-Champaign,/players/b/bardost01.html,False,False,33,-0.1,0.1768125,0,0,0,0,0,0.0
J.J. Barea,2007,2019,G,72,185,"June 26, 1984",Northeastern University,/players/b/bareajo01.html,True,False,802,23.3,3.2727916666666665,0,1,0,0,0,0.0
Andrea Bargnani,2007,2016,F-C,84,245,"October 26, 1985",,/players/b/bargnan01.html,False,False,550,18.9,4.1985,0,0,0,0,0,0.0
Cliff Barker,1950,1952,G,74,185,"January 15, 1921",University of Kentucky,/players/b/barkecl01.html,False,False,149,2.0,2.2,0,0,0,0,0,0.0
Tom Barker,1977,1979,C-F,83,225,"March 11, 1955",University of Hawaii,/players/b/barketo01.html,False,False,98,1.3,0.9872916666666668,0,0,0,0,0,0.0
Charles Barkley,1985,2000,F,78,252,"February 20, 1963",Auburn University,/players/b/barklch01.html,False,True,1073,177.2,17.288854166666667,0,0,11,92,1,1.0
Erick Barkley,2001,2002,G,73,177,"February 21, 1978",St. John's University,/players/b/barkler01.html,False,False,27,0.2,0.209,0,0,0,0,0,0.0
Don Barksdale,1952,1955,F-C,78,200,"March 31, 1923","University of California, Los Angeles",/players/b/barksdo01.html,False,True,262,9.1,3.111875,0,0,1,0,0,0.0
Harrison Barnes,2013,2019,F,80,225,"May 30, 1992",University of North Carolina,/players/b/barneha02.html,True,False,507,28.4,6.7125416666666675,0,1,0,4,0,0.0
Harry Barnes,1969,1969,F,75,205,"July 25, 1945",Northeastern University,/players/b/barneha01.html,False,False,22,-0.4,-0.40425,0,0,0,0,0,0.0
Jim Barnes,1965,1971,C-F,80,210,"April 13, 1941",University of Texas at El Paso,/players/b/barneji01.html,False,False,454,14.2,3.3941250000000003,0,0,0,0,0,0.0
Marvin Barnes,1975,1980,F-C,80,210,"July 27, 1952",Providence College,/players/b/barnema01.html,False,False,315,20.6,2.0574999999999997,2,0,0,0,0,0.0
Matt Barnes,2004,2017,F,79,226,"March 9, 1980","University of California, Los Angeles",/players/b/barnema02.html,False,False,929,42.8,6.2597499999999995,0,1,0,0,0,0.0
Dick Barnett,1960,1974,G-F,76,190,"October 2, 1936",Tennessee State University,/players/b/barnedi01.html,False,False,971,68.7,7.949999999999999,0,2,1,4,0,0.006999999999999999
Jim Barnett,1967,1977,G-F,76,170,"July 7, 1944",University of Oregon,/players/b/barneji02.html,False,False,732,33.2,6.09125,0,0,0,0,0,0.0
Nathaniel Barnett,1976,1976,G,75,175,"January 29, 1953",University of Akron,/players/b/barnena01.html,False,False,12,0.0,,1,0,0,0,0,0.0
John Barnhill,1963,1972,G,73,180,"March 20, 1938",Tennessee State University,/players/b/barnhjo01.html,False,False,589,12.7,4.598833333333333,3,0,0,0,0,0.0
Norton Barnhill,1977,1977,G,76,205,"July 15, 1953",Washington State University,/players/b/barnhno01.html,False,False,4,0.0,-0.04125,0,0,0,0,0,0.0
Leo Barnhorst,1950,1954,F-G,76,190,"May 11, 1924",University of Notre Dame,/players/b/barnhle01.html,False,False,344,14.2,4.736833333333333,0,0,2,12,0,0.0
John Barr,1947,1947,F,75,205,"August 8, 1918",Pennsylvania State University,/players/b/barrjo01.html,False,False,58,5.0,5.0,0,0,0,0,0,0.0
Mike Barr,1973,1977,G,75,180,"October 19, 1950",Duquesne University,/players/b/barrmi01.html,False,False,307,6.9,1.377,4,0,0,0,0,0.0
Moe Barr,1971,1971,G,76,195,"June 19, 1944",Duquesne University,/players/b/barrmo01.html,False,False,31,0.1,0.08760416666666666,0,0,0,0,0,0.0
Andre Barrett,2005,2008,G,70,172,"February 21, 1982",Seton Hall University,/players/b/barrean01.html,False,False,67,0.4,0.4125625,0,0,0,0,0,0.0
Ernie Barrett,1954,1956,G-F,75,180,"August 27, 1929",Kansas State University,/players/b/barreer01.html,False,False,131,0.8,1.5416874999999999,0,0,0,0,0,0.0
Mike Barrett,1970,1973,G,74,155,"September 5, 1943",West Virginia University Institute of Technology,/players/b/barremi01.html,False,False,187,7.4,,3,0,0,0,0,0.0
Earl Barron,2006,2015,C,84,250,"August 14, 1981",University of Memphis,/players/b/barroea01.html,False,False,140,-0.6,0.4398333333333333,0,0,0,0,0,0.0
Dana Barros,1990,2004,G,71,163,"April 13, 1967",Boston College,/players/b/barroda01.html,False,False,850,49.6,12.649875,0,0,1,16,0,0.023
Brent Barry,1996,2009,G,78,185,"December 31, 1971",Oregon State University,/players/b/barrybr01.html,False,False,912,70.5,12.096666666666666,0,2,0,1,0,0.01
Drew Barry,1998,2000,G,77,191,"February 17, 1973",Georgia Institute of Technology,/players/b/barrydr01.html,False,False,60,0.6,0.30933333333333335,0,0,0,0,0,0.0
Jon Barry,1993,2006,G,76,195,"July 25, 1969","University of the Pacific, Georgia Institute of Technology",/players/b/barryjo01.html,False,False,821,37.2,7.4437500000000005,0,0,0,0,0,0.0
Rick Barry,1966,1980,F,79,205,"March 28, 1944",University of Miami,/players/b/barryri01.html,False,True,1020,128.9,14.419791666666667,4,1,8,109,1,0.995
Ed Bartels,1950,1951,F,77,195,"October 8, 1925",North Carolina State University,/players/b/barteed01.html,False,False,32,-1.1,0.0,0,0,0,0,0,0.0
Vic Bartolome,1972,1972,C,84,230,"September 29, 1948",Oregon State University,/players/b/bartovi01.html,False,False,38,-0.4,-0.39187500000000003,0,0,0,0,0,0.0
Will Barton,2013,2019,G,78,190,"January 6, 1991",University of Memphis,/players/b/bartowi01.html,True,False,404,15.8,6.2044375,0,0,0,0,0,0.0
Eddie Basden,2006,2006,G,77,215,"February 15, 1983",University of North Carolina at Charlotte,/players/b/basdeed01.html,False,False,19,0.2,0.1909375,0,0,0,0,0,0.0
Jerry Baskerville,1976,1976,F,79,190,"November 10, 1951",Temple University,/players/b/baskeje01.html,False,False,21,0.0,-0.041562499999999995,0,0,0,0,0,0.0
Brandon Bass,2006,2017,F,80,250,"April 30, 1985",Louisiana State University,/players/b/bassbr01.html,False,False,758,42.8,6.31125,0,0,0,0,0,0.0
Tim Bassett,1974,1980,F-C,80,225,"April 1, 1951",University of Georgia,/players/b/basseti01.html,False,False,473,12.9,1.4753749999999999,3,0,0,0,0,0.0
Maceo Baston,2003,2009,F,81,215,"May 29, 1975",University of Michigan,/players/b/bastoma01.html,False,False,105,2.3,1.0715625,0,0,0,0,0,0.0
Mengke Bateer,2002,2004,C,83,290,"November 20, 1975",,/players/b/bateeme01.html,False,False,46,-0.1,0.0595,0,0,0,0,0,0.0
Billy Ray Bates,1980,1983,G,76,210,"May 31, 1956",Kentucky State University,/players/b/batesbi01.html,False,False,187,6.9,3.6075,0,0,0,0,0,0.0
Keita Bates-Diop,2019,2019,F,81,229,"January 23, 1996",Ohio State University,/players/b/bateske01.html,True,False,5,-0.1,-0.12533333333333332,0,0,0,0,0,0.0
Esteban Batista,2006,2007,F-C,82,270,"September 2, 1983",,/players/b/batises01.html,False,False,70,0.3,0.17043750000000002,0,0,0,0,0,0.0
Mike Batiste,2003,2003,F,80,225,"November 21, 1977",Arizona State University,/players/b/batismi01.html,False,False,75,0.8,0.754,0,0,0,0,0,0.0
Tony Battie,1998,2012,C-F,83,230,"February 11, 1976",Texas Tech University,/players/b/battito01.html,False,False,837,36.4,6.214916666666667,0,0,0,0,0,0.0
Shane Battier,2002,2014,F,80,220,"September 9, 1978",Duke University,/players/b/battish01.html,False,False,977,75.7,9.049312500000001,0,2,0,0,0,0.002
John Battle,1986,1995,G,74,175,"November 9, 1962",Rutgers University,/players/b/battljo01.html,False,False,612,17.9,3.9588749999999995,0,0,0,0,0,0.0
Kenny Battle,1990,1993,F,78,210,"October 10, 1964","Northern Illinois University, University of Illinois at Urbana-Champaign",/players/b/battlke01.html,False,False,134,3.7,1.9288125,0,0,0,0,0,0.0
Dave Batton,1983,1984,C,82,240,"March 26, 1956",University of Notre Dame,/players/b/battoda01.html,False,False,58,0.7,0.7207499999999999,0,0,0,0,0,0.0
Lloyd Batts,1975,1975,G-F,76,185,"May 9, 1951",University of Cincinnati,/players/b/battsll01.html,False,False,58,-0.5,,1,0,0,0,0,0.0
Nicolas Batum,2009,2019,F-G,80,200,"December 14, 1988",,/players/b/batumni01.html,True,False,740,53.0,7.882666666666666,0,0,0,5,0,0.0
Johnny Baum,1970,1974,F,77,200,"June 17, 1946",Temple University,/players/b/baumjo01.html,False,False,244,5.7,0.40724999999999995,3,0,0,0,0,0.0
Frankie Baumholtz,1947,1947,G,70,170,"October 7, 1918",Ohio University,/players/b/baumhfr01.html,False,False,45,3.8,3.8,0,0,0,0,0,0.0
Lonny Baxter,2003,2006,F,80,260,"January 27, 1979",University of Maryland,/players/b/baxtelo01.html,False,False,162,2.9,1.5000833333333334,0,0,0,0,0,0.0
Jerryd Bayless,2009,2019,G,75,200,"August 20, 1988",University of Arizona,/players/b/bayleje01.html,True,False,564,18.6,3.97125,0,0,0,0,0,0.0
Elgin Baylor,1959,1972,F,77,225,"September 16, 1934","Albertson College of Idaho, Seattle University",/players/b/bayloel01.html,False,True,846,104.2,14.816479166666667,0,0,11,146,1,1.0
Howard Bayne,1968,1968,F,78,235,"July 28, 1942",University of Tennessee,/players/b/bayneho01.html,False,False,69,0.8,,1,0,0,0,0,0.0
Aron Baynes,2013,2019,C,82,260,"December 9, 1986",Washington State University,/players/b/baynear01.html,True,False,407,16.1,4.058625,0,1,0,0,0,0.0
Sergei Bazarevich,1995,1995,G,74,168,"March 16, 1965",,/players/b/bazarse01.html,False,False,10,0.2,0.15570833333333334,0,0,0,0,0,0.0
Kent Bazemore,2013,2019,G-F,77,201,"July 1, 1989",Old Dominion University,/players/b/bazemke01.html,True,False,451,11.5,4.079208333333333,0,0,0,0,0,0.0
Ed Beach,1951,1951,F,75,200,"January 25, 1929",West Virginia University,/players/b/beached01.html,False,False,12,-0.3,-0.1,0,0,0,0,0,0.0
Bradley Beal,2013,2019,G,77,207,"June 28, 1993",University of Florida,/players/b/bealbr01.html,True,False,454,32.3,8.499333333333334,0,0,1,23,0,0.002
Al Beard,1968,1968,C,81,200,"April 27, 1942",Norfolk State University,/players/b/beardal01.html,False,False,12,0.3,,1,0,0,0,0,0.0
Butch Beard,1970,1979,G,75,185,"May 4, 1947",University of Louisville,/players/b/beardbu01.html,False,False,605,32.8,7.563,0,1,1,2,0,0.003
Ralph Beard,1950,1951,G,70,175,"December 2, 1927",University of Kentucky,/players/b/beardra01.html,False,False,126,11.2,6.5,0,0,1,9,0,0.0
Charles Beasley,1968,1971,G-F,77,190,"September 23, 1945",Southern Methodist University,/players/b/beaslch01.html,False,False,281,15.4,,4,0,0,0,0,0.0
Jerome Beasley,2004,2004,F,82,237,"May 17, 1980","Midland College, University of North Dakota",/players/b/beaslje01.html,False,False,2,0.0,-0.012187500000000002,0,0,0,0,0,0.0
John Beasley,1968,1974,F-C,81,225,"February 5, 1944",Texas A&M University,/players/b/beasljo01.html,False,False,506,37.9,,7,0,0,0,0,0.0
Malik Beasley,2017,2019,G,77,195,"November 26, 1996",Florida State University,/players/b/beaslma01.html,True,False,132,3.3,2.7729583333333334,0,0,0,0,0,0.0
Michael Beasley,2009,2019,F,81,235,"January 9, 1989",Kansas State University,/players/b/beaslmi01.html,True,False,604,15.7,4.6075,0,0,0,0,0,0.0
Zelmo Beaty,1963,1975,C,81,225,"October 25, 1939",Prairie View A&M University,/players/b/beatyze01.html,False,True,889,106.0,11.824583333333335,4,0,2,18,1,0.011000000000000001
Rodrigue Beaubois,2010,2013,G,72,170,"February 24, 1988",,/players/b/beaubro01.html,False,False,182,4.8,2.2060833333333334,0,0,0,0,0,0.0
Byron Beck,1968,1977,C-F,81,225,"January 25, 1945",University of Denver,/players/b/beckby01.html,False,False,747,55.0,0.7799999999999999,9,0,0,0,0,0.0
Corey Beck,1996,1999,G,73,190,"May 27, 1971","South Plains College, University of Arkansas",/players/b/beckco01.html,False,False,88,0.5,0.43050000000000005,0,0,0,0,0,0.0
Ernie Beck,1954,1961,G-F,76,190,"December 11, 1931",University of Pennsylvania,/players/b/becker01.html,False,False,371,9.0,4.277,0,1,0,0,0,0.0
Arthur Becker,1968,1973,F,79,205,"January 12, 1942",Arizona State University,/players/b/beckear01.html,False,False,414,28.1,,6,0,0,0,0,0.0
Moe Becker,1947,1947,G-F,73,185,"February 24, 1917",Duquesne University,/players/b/beckemo01.html,False,False,43,-2.4,0.0,0,0,0,0,0,0.0
Bob Bedell,1968,1971,F,79,205,"June 26, 1944",Stanford University,/players/b/bedelbo01.html,False,False,269,5.6,,4,0,0,0,0,0.0
William Bedford,1987,1993,C,84,225,"December 14, 1963",University of Memphis,/players/b/bedfowi01.html,False,False,238,0.9,1.3230416666666667,0,1,0,0,0,0.0
Hank Beenders,1947,1949,C-F,78,185,"June 2, 1916",Long Island University,/players/b/beendha01.html,False,False,111,2.0,1.1,0,0,0,0,0,0.0
Ron Behagen,1974,1980,F-C,81,185,"January 14, 1951",University of Minnesota,/players/b/behagro01.html,False,False,388,13.0,4.260291666666666,0,0,0,0,0,0.0
Elmer Behnke,1952,1952,C,79,210,"February 3, 1929",Bradley University,/players/b/behnkel01.html,False,False,4,-0.1,-0.11229166666666668,0,0,0,0,0,0.0
Marco Belinelli,2008,2019,G-F,77,210,"March 25, 1986",,/players/b/belinma01.html,True,False,772,29.2,5.88,0,1,0,0,0,0.0
Charlie Bell,2002,2011,G,75,200,"March 12, 1979",Michigan State University,/players/b/bellch01.html,False,False,376,12.5,4.034666666666667,0,0,0,0,0,0.0
Dennis Bell,1974,1976,F,77,185,"June 2, 1951",Drake University,/players/b/bellde01.html,False,False,63,0.1,0.1259375,0,0,0,0,0,0.0
Jordan Bell,2018,2019,F,81,224,"January 7, 1995",University of Oregon,/players/b/belljo01.html,True,False,101,4.0,2.932625,0,1,0,0,0,0.0
Raja Bell,2001,2012,G,77,204,"September 19, 1976","Boston University, Florida International University",/players/b/bellra01.html,False,False,706,32.7,6.781041666666667,0,0,0,0,0,0.0
Troy Bell,2004,2004,G,73,180,"November 10, 1980",Boston College,/players/b/belltr01.html,False,False,6,-0.2,-0.23091666666666666,0,0,0,0,0,0.0
Whitey Bell,1960,1961,G,72,180,"September 13, 1932",North Carolina State University,/players/b/bellwh01.html,False,False,36,0.0,0.07483333333333334,0,0,0,0,0,0.0
Walt Bellamy,1962,1975,C,83,225,"July 24, 1939",Indiana University,/players/b/bellawa01.html,False,True,1043,130.0,16.232333333333333,0,0,4,108,1,0.642
DeAndre' Bembry,2017,2019,F,78,210,"July 4, 1994",Saint Joseph's University,/players/b/bembrde01.html,True,False,112,0.3,0.42854166666666665,0,0,0,0,0,0.0
Irv Bemoras,1954,1957,F-G,75,185,"November 18, 1930",University of Illinois at Urbana-Champaign,/players/b/bemorir01.html,False,False,131,1.3,1.9635,0,0,0,0,0,0.0
Leon Benbow,1975,1976,G,76,185,"July 23, 1950",Jacksonville University,/players/b/benbole01.html,False,False,115,1.7,1.4868749999999997,0,0,0,0,0,0.0
Dragan Bender,2017,2019,F,85,225,"November 17, 1997",,/players/b/bendedr01.html,True,False,143,-0.2,0.043104166666666666,0,0,0,0,0,0.0
Jonathan Bender,2000,2010,F,83,202,"January 30, 1981",,/players/b/bendejo01.html,False,False,262,3.8,2.0244375,0,0,0,0,0,0.0
Jerrelle Benimon,2015,2015,F,80,245,"August 1, 1991","Georgetown University, Towson University",/players/b/benimje01.html,False,False,2,0.0,-0.0134375,0,0,0,0,0,0.0
Benoit Benjamin,1986,2000,C,84,250,"November 22, 1964",Creighton University,/players/b/benjabe01.html,False,False,807,32.7,5.4451875,0,0,0,31,0,0.0
